Plu,Sku,Name,Metal,Attribute 2,Post Sku,Metal,Gauge,Gauge,Leanne Notes,5mm,Default,Sku_5mm,6.5mm,Default,Sku_6.5mm,8mm,Default,Sku_8mm,9.5mm,Default,Sku_9.5mm
18806,X4BTROP,Opal Four Ball Trinity Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18807,X4BTROP,Opal Four Ball Trinity Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18808,X4BTROP,Opal Four Ball Trinity Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
18809,X4BTRPS,Pink Sapphire Four Ball Trinity Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
18810,X4BTRPS,Pink Sapphire Four Ball Trinity Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18811,X4BTRPS,Pink Sapphire Four Ball Trinity Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18812,X4BTRPS,Pink Sapphire Four Ball Trinity Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
18816,X4BTRTQ,Turquoise Four Ball Trinity Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18817,X4BTRTQ,Turquoise Four Ball Trinity Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
29378,X4BTRTQ,Turquoise Four Ball Trinity Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18818,X4DTRD,Four Diamond Trinity Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18819,X4DTRD,Four Diamond Trinity Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18820,X4DTRD,Four Diamond Trinity Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
18821,X4OP,4mm Opal Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
18822,X4OP,4mm Opal Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18823,X4OP,4mm Opal Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18824,X4OP,4mm Opal Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
18825,X4TQ,4mm Turquoise Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18826,X4TQ,4mm Turquoise Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
32404,X4TQ,4mm Turquoise Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18830,X5IVD2,Invisible Set Five Diamond Open Curve Threaded Stud,Rose Gold,,XTHBF6,Rose Gold,19 gauge,19GA=0.9MM,,21428,No,XTHBF6|ROSE GOLD|19GA=0.9MM|5MM,21429,Yes,XTHBF6|ROSE GOLD|19GA=0.9MM|6.5MM,21430,No,XTHBF6|ROSE GOLD|19GA=0.9MM|8MM,21431,No,XTHBF6|ROSE GOLD|19GA=0.9MM|9.5MM
18831,X5IVD2,Invisible Set Five Diamond Open Curve Threaded Stud,White Gold,,XTHBF6,White Gold,19 gauge,19GA=0.9MM,,21440,No,XTHBF6|WHITE GOLD|19GA=0.9MM|5MM,21441,Yes,XTHBF6|WHITE GOLD|19GA=0.9MM|6.5MM,21442,No,XTHBF6|WHITE GOLD|19GA=0.9MM|8MM,21443,No,XTHBF6|WHITE GOLD|19GA=0.9MM|9.5MM
18832,X5IVD2,Invisible Set Five Diamond Open Curve Threaded Stud,Yellow Gold,,XTHBF6,Yellow Gold,19 gauge,19GA=0.9MM,,21452,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|5MM,21453,Yes,XTHBF6|YELLOW GOLD|19GA=0.9MM|6.5MM,21454,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|8MM,21455,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|9.5MM
18833,X5OP,5mm Opal Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
18834,X5OP,5mm Opal Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18835,X5OP,5mm Opal Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18836,X5OP,5mm Opal Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
18916,XAJN,Ajna Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18917,XAJN,Ajna Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18918,XAJN,Ajna Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
18919,XAJN3B,Ajna Dangle Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18920,XAJN3B,Ajna Dangle Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18921,XAJN3B,Ajna Dangle Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
18922,XAJNDPE,Diamond and Pearl Ajna Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18923,XAJNDPE,Diamond and Pearl Ajna Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18924,XAJNDPE,Diamond and Pearl Ajna Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
33737,XAPM65IVD,6.5mm Invisible Diamond Demi Apsara Threaded Stud,White Gold,,XTHBF6,White Gold,16 gauge,16 GA = 1.3MM,,21434,No,XTHBF6|WHITE GOLD|16 GA = 1.3MM|5MM,21435,Yes,XTHBF6|WHITE GOLD|16 GA = 1.3MM|6.5MM,21436,No,XTHBF6|WHITE GOLD|16 GA = 1.3MM|8MM,21437,No,XTHBF6|WHITE GOLD|16 GA = 1.3MM|9.5MM
33738,XAPM65IVD,6.5mm Invisible Diamond Demi Apsara Threaded Stud,Rose Gold,,XTHBF6,Rose Gold,16 gauge,16 GA = 1.3MM,,21422,No,XTHBF6|ROSE GOLD|16 GA = 1.3MM|5MM,21423,Yes,XTHBF6|ROSE GOLD|16 GA = 1.3MM|6.5MM,21424,No,XTHBF6|ROSE GOLD|16 GA = 1.3MM|8MM,21425,No,XTHBF6|ROSE GOLD|16 GA = 1.3MM|9.5MM
33739,XAPM65IVD,6.5mm Invisible Diamond Demi Apsara Threaded Stud,Yellow Gold,,XTHBF6,Yellow Gold,16 gauge,16 GA = 1.3MM,,21446,No,XTHBF6|YELLOW GOLD|16 GA = 1.3MM|5MM,21447,Yes,XTHBF6|YELLOW GOLD|16 GA = 1.3MM|6.5MM,21448,No,XTHBF6|YELLOW GOLD|16 GA = 1.3MM|8MM,21449,No,XTHBF6|YELLOW GOLD|16 GA = 1.3MM|9.5MM
18958,XAR10D,10mm Diamond Arrow Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
18959,XAR10D,10mm Diamond Arrow Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
18960,XAR10D,10mm Diamond Arrow Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
18961,XAR10D,10mm Diamond Arrow Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
19023,XAR75D,7.5mm Diamond Arrow Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
19024,XAR75D,7.5mm Diamond Arrow Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
19025,XAR75D,7.5mm Diamond Arrow Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
19030,XB2,2mm Ball Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
19031,XB2,2mm Ball Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
19032,XB2,2mm Ball Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
19033,XB25,2.5mm Ball Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
19034,XB25,2.5mm Ball Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
19035,XB25,2.5mm Ball Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
19036,XB25,2.5mm Ball Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
19037,XB3,3mm Ball Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
19038,XB3,3mm Ball Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
19039,XB3,3mm Ball Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
33723,XB3,3mm Ball Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
19040,XBAD,Diamond Baguette Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
19041,XBAD,Diamond Baguette Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
19042,XBAD,Diamond Baguette Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
19046,XBAR11,11mm Polished Square Bar Threaded Stud,Rose Gold,,XTHD4,Rose Gold,19 gauge,19GA=0.9MM,,21512,No,XTHD4|ROSE GOLD|19GA=0.9MM|5MM,21513,Yes,XTHD4|ROSE GOLD|19GA=0.9MM|6.5MM,21514,No,XTHD4|ROSE GOLD|19GA=0.9MM|8MM,21515,No,XTHD4|ROSE GOLD|19GA=0.9MM|9.5MM
19047,XBAR11,11mm Polished Square Bar Threaded Stud,White Gold,,XTHD4,White Gold,19 gauge,19GA=0.9MM,,21522,No,XTHD4|WHITE GOLD|19GA=0.9MM|5MM,21523,Yes,XTHD4|WHITE GOLD|19GA=0.9MM|6.5MM,21524,No,XTHD4|WHITE GOLD|19GA=0.9MM|8MM,21525,No,XTHD4|WHITE GOLD|19GA=0.9MM|9.5MM
19048,XBAR11,11mm Polished Square Bar Threaded Stud,Yellow Gold,,XTHD4,Yellow Gold,19 gauge,19GA=0.9MM,,21532,No,XTHD4|YELLOW GOLD|19GA=0.9MM|5MM,21533,Yes,XTHD4|YELLOW GOLD|19GA=0.9MM|6.5MM,21534,No,XTHD4|YELLOW GOLD|19GA=0.9MM|8MM,21535,No,XTHD4|YELLOW GOLD|19GA=0.9MM|9.5MM
19049,XBAR11M,11mm Matte Square Bar Threaded Stud,Rose Gold,,XTHD4,Rose Gold,19 gauge,19GA=0.9MM,,21512,No,XTHD4|ROSE GOLD|19GA=0.9MM|5MM,21513,Yes,XTHD4|ROSE GOLD|19GA=0.9MM|6.5MM,21514,No,XTHD4|ROSE GOLD|19GA=0.9MM|8MM,21515,No,XTHD4|ROSE GOLD|19GA=0.9MM|9.5MM
19050,XBAR11M,11mm Matte Square Bar Threaded Stud,White Gold,,XTHD4,White Gold,19 gauge,19GA=0.9MM,,21522,No,XTHD4|WHITE GOLD|19GA=0.9MM|5MM,21523,Yes,XTHD4|WHITE GOLD|19GA=0.9MM|6.5MM,21524,No,XTHD4|WHITE GOLD|19GA=0.9MM|8MM,21525,No,XTHD4|WHITE GOLD|19GA=0.9MM|9.5MM
19051,XBAR11M,11mm Matte Square Bar Threaded Stud,Yellow Gold,,XTHD4,Yellow Gold,19 gauge,19GA=0.9MM,,21532,No,XTHD4|YELLOW GOLD|19GA=0.9MM|5MM,21533,Yes,XTHD4|YELLOW GOLD|19GA=0.9MM|6.5MM,21534,No,XTHD4|YELLOW GOLD|19GA=0.9MM|8MM,21535,No,XTHD4|YELLOW GOLD|19GA=0.9MM|9.5MM
