SKU,Product Name,4,542,424,13,14,15,16,18,17,19,575,576,54,55,50,407,540,520,51,49,53,532,547,417,419,418,420,437
EC3FLOP,Three Opal Flower Garland Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC3FLD,Diamond Three Flower Garland Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBYMQOP,Opal and Diamond Marquise Butterfly Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBYMQD,Diamond Marquise Butterfly Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBYMQCZ,Cubic Zirconia Marquise Butterfly Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBY4D,Diamond Butterfly Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBS18DOP,Opal and Diamond Broadsword Earstud',P,,,,,,,P,,,,,,,,,,,,,,,,,,,,
EBRT3TQ,3mm Turqouise Thin Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBRT3PS,3mm Pink Sapphire Thin Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBRT3OP,3mm Opal Thin Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBRT3CZ,3mm Cubic Zirconia Thin Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBRT3BS,3mm Blue Sapphire Thin Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBRKRB,Ruby Broken Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBRKPS,Pink Sapphire Broken Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBRKCZ,Cubic Zirconia Broken Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBRKBS,Blue Sapphire Broken Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBR4OP,4mm Opal Braid Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBO9D,9mm Diamond Bone Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBO7D,7mm Diamond Bone Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBF,Ball Flower Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBBY518,5mm 18k Gold Traditional Earring Back',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
EBBY514,5mm 14k Gold Traditional Earring Back',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
EBBY418,4mm 18k Gold Traditional Earring Back',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
EBBY414,4mm 14k Gold Traditional Earring Back',,,,,,,,,,,,,,,,,,,,,,,,,,P,,
EBAT75RB,Small Bat with Ruby Eyes Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAT75D,Small Bat with Diamond Eyes Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAT10RB,Large Bat with Ruby Eyes Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAT10D,Large Bat with Diamond Eyes Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAT10BKD,Large Bat with Black Diamond Eyes Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBARR7M,7mm Matte Round Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBARR7DM,7mm Round Matte Bar with Diamond Ends Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBARR7,7mm Polished Round Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBARR18M,18mm Matte Round Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBARR18,18mm Polished Round Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBARR11M,11mm Matte Round Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBARR11DM,11mm Round Matte Bar with Diamond Ends Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBARR11,11mm Polished Round Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR7PAD,7mm Square Diamond Pave Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR7MD3,7mm Matte Square Bar with 3 Diamond Ends Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR7M,7mm Matte Square Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR7,7mm Polished Square Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR18PAD,18mm Square Diamond Pave Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR18MD3,18mm Matte Square Bar with 3 Diamond Ends Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR18M,18mm Matte Square Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR11PAD,11mm Square Diamond Pave Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR11MD3,11mm Matte Square Bar with 3 Diamonds Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR11M,11mm Matte Square Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAR11,11mm Polished Square Bar Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAD,Baguette Diamond Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB4,4mm Ball Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB3,3mm Ball Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB25,2.5mm Ball Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2,2mm Ball Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAR7D,7mm Diamond Arrow Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAR10D,10mm Diamond Arrow Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAJNDPE,Diamond and Pearl Ajna Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAJN3B,Ajna Dangle Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAJN,Ajna Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5OP,5mm Opal Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5IVD,Invisible Set 5 Diamond Curve Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4OP,4mm Opal Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4DTRD,Four Diamond Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4BTRTQ,Turquoise Four Ball Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4BTRRB,Ruby Four Ball Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4BTROP,Opal Four Ball Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4BTRD,Diamond Four Ball Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4BTR,Four Ball Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3TQTRL,Large Turquoise Trinity Earstud',,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3TQTR,Turquoise Trinity Earstud',,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3TQ,3mm Turquoise Earstud',,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3PTR953D,9.5mm 3mm Diamond Trillion Ring (non-rotating)',P,,,P,,,,P,,,,,,,,,,,,,,,,,,,,
E3PTR83D,8mm 3mm Diamond Trillion Ring (non-rotating)',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
E3PTR653D,6.5mm 3mm Diamond Trillion Ring (Non-Rotating)',P,,,P,,,,,P,,,,,,,,,,,,,,,,,,,
E3P952D,9.5mm 2mm Diamond Princess Clicker Non Rotating',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3P82D,8mm 2mm Diamond Princess Ring Non Rotating',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3P652D,6.5mm 2mm Diamond Princess Ring (Non-Rotating)',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3OPTRL,Large Opal Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3OPTR,Opal Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3OP,3mm Opal Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3IVD,Invisible Set 3 Diamond Curve Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3ETC565D,Diamond 6.5mm and 5mm Triple Eternity Ring and Two Cuffs',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3DTRDL,Large Diamond Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3DTRD,Diamond Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3CZ,3mm Cubic Zirconia Plain Bezel Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3BTRL,Large Three Ball Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3BTR,Three Ball Trinity Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2TQ,2mm Turquoise Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2TND18,Long Diamond Talon Earstud',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
E2TND,Long Talon with Petite Diamonds Earstud',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
E2PE,2mm Natural Pearl Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2OP,2mm Opal Earstud',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2ETXR65D,6.5mm Diamond Eternity Ring and Plain Cuff',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2ETC865D,8mm Diamond Eternity Ring and 6.5mm Plain Cuff',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2ET865D,8mm Diamond Eternity Ring and 6.5mm Cuff',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
E2ET65TQ,6.5mm Turquoise Eternity Ring and Cuff',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2ET65D,6.5mm Diamond Eternity Ring and Cuff',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
E2C2ETC65D,6.5mm Diamond Eternity Ring and Cuff with 2 Chains',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR3C95,9.5mm Plain Ring with Three Chains',,,,P,,,,,,,,,,,,,,,,,,,,,,,,
CR3C8,8mm Plain Ring with Three Chains',,,,P,,,,,,,,,,,,,,,,,,,,,,,,
CR3C65,6.5mm Plain Ring with 3 Chains',,,,P,,,,,,,,,,,,,,,,,,,,,,,,
,',,,,,,,,,,,,,,,,,,,,,,,,,,,,
